doc_id,Gender,judgement,GT_score,Inferred_Gender
47,0,0.11108794514784236,1.75,1
25,0,0.11108794514784236,1.94,1
625,1,0.1090408730003361,0.02,0
235,0,0.10578103666603192,0.92,1
643,0,0.10578103666603192,-0.03,1
27,0,0.10373515697031696,1.94,1
763,1,0.10373396451852568,-0.26,0
526,0,0.10168927727460197,0.2,1
42,1,0.1016880848228107,1.78,0
45,0,0.1004741281842215,1.77,1
1155,0,0.1004741281842215,-1.36,1
255,1,0.0996422051270957,0.86,0
785,0,0.09842824848850654,-0.3,1
26,1,0.09842705603671525,1.94,0
501,1,0.09842705603671525,0.26,0
124,0,0.09516721970241107,1.37,1
3,0,0.09516721970241107,2.76,1
9,0,0.09433648909707656,2.08,1
51,0,0.09433648909707656,1.71,1
253,1,0.0943352966452853,0.86,0
91,1,0.09312014755490482,1.52,0
279,1,0.09107426785918984,0.8,0
581,1,0.09107426785918984,0.1,0
353,0,0.08986031122060065,0.58,1
1116,0,0.08986031122060065,-1.17,1
987,0,0.08902958061526614,-0.78,1
198,0,0.08902958061526614,1.08,1
1090,0,0.08781443152488567,-1.08,1
698,0,0.08781443152488567,-0.12,1
726,1,0.08781323907309439,-0.19,0
955,0,0.08698370091955114,-0.67,1
728,1,0.0869825084677599,-0.19,0
36,1,0.0869825084677599,1.85,0
182,0,0.0857685518291707,1.12,1
69,1,0.08493662877204489,1.62,0
321,0,0.08372267213345572,0.65,1
215,0,0.08372267213345572,1.01,1
109,0,0.08250752304307525,1.44,1
421,0,0.08167679243774073,0.44,1
382,0,0.08167679243774073,0.54,1
369,0,0.08167679243774073,0.55,1
35,0,0.08046164334736026,1.85,1
666,0,0.07924649423500008,-0.06,1
915,0,0.07841576365164529,-0.56,1
593,0,0.07841576365164529,0.09,1
147,0,0.07841576365164529,1.28,1
678,0,0.07841576365164529,-0.09,1
398,1,0.07841457119985401,0.49,0
282,1,0.07758384059451949,0.79,0
471,0,0.07720061456126483,0.32,1
29,0,0.07720061456126483,1.92,1
1019,0,0.07720061456126483,-0.85,1
298,0,0.07720061456126483,0.73,1
1175,0,0.07636988395593029,-1.53,1
450,0,0.07636988395593029,0.37,1
341,1,0.07636869150413904,0.6,0
405,0,0.07515473486554984,0.48,1
140,0,0.07515473486554984,1.3,1
409,0,0.07515473486554984,0.47,1
759,0,0.07432400426021532,-0.26,1
318,0,0.07432400426021532,0.66,1
942,1,0.07432281180842404,-0.64,0
33,1,0.07432281180842404,1.86,0
289,0,0.07393958575318965,0.76,1
1051,0,0.07310885516983485,-0.96,1
340,0,0.07310885516983485,0.6,1
287,0,0.07310885516983485,0.77,1
242,1,0.07310766271804359,0.89,0
10,0,0.07227812460454752,2.08,1
77,0,0.07189370605747468,1.59,1
624,0,0.07189370605747468,0.02,1
248,1,0.0718925136056834,0.87,0
178,0,0.07106297547411987,1.15,1
956,1,0.07064641771966135,-0.69,0
329,0,0.06984782638373942,0.63,1
276,0,0.06984782638373942,0.81,1
23,0,0.06984782638373942,1.96,1
295,0,0.06984782638373942,0.73,1
539,1,0.06984663390996843,0.17,0
112,1,0.06984663390996843,1.43,0
15,1,0.06901590332661361,2.05,0
350,1,0.06901590332661361,0.58,0
519,1,0.06901590332661361,0.22,0
898,0,0.06780194668802443,-0.53,1
693,1,0.06780075423623316,-0.11,0
969,0,0.06697121612273711,-0.72,1
157,0,0.06658679757566426,1.23,1
121,0,0.06575606699230944,1.38,1
867,0,0.06575606699230944,-0.46,1
767,1,0.06575487454051819,-0.26,0
1171,1,0.06575487454051819,-1.49,0
648,1,0.06575487454051819,-0.03,0
294,1,0.06492414397523086,0.74,0
1103,1,0.06492414397523086,-1.12,0
363,1,0.06492414397523086,0.56,0
380,1,0.06492414397523086,0.54,0
608,1,0.06492414397523086,0.06,0
338,0,0.06371018729659447,0.6,1
145,1,0.06287826427951587,1.29,0
241,1,0.06287826427951587,0.9,0
11,1,0.06287826427951587,2.08,0
106,0,0.06249503820621401,1.45,1
250,0,0.06166430764092668,0.87,1
756,0,0.06166430764092668,-0.25,1
149,1,0.06166311514908822,1.27,0
469,0,0.06127988909385383,0.33,1
766,0,0.060449158510499014,-0.26,1
104,0,0.060449158510499014,1.46,1
602,0,0.06003379320783176,0.07,1
78,1,0.059617235493420434,1.59,0
1053,1,0.059617235493420434,-0.96,0
699,0,0.059234009398138845,-0.12,1
784,0,0.059234009398138845,-0.3,1
83,0,0.058403278814784035,1.57,1
229,0,0.058403278814784035,0.93,1
283,0,0.058403278814784035,0.79,1
1084,0,0.058403278814784035,-1.07,1
243,1,0.057571355797705455,0.89,0
202,0,0.05718812970242386,1.07,1
497,0,0.05718812970242386,0.27,1
90,0,0.05635739915911626,1.53,1
1082,0,0.05635739915911626,-1.07,1
135,0,0.05635739915911626,1.32,1
189,1,0.056356206667277794,1.11,0
2,0,0.0559729806120434,2.85,1
806,0,0.0559729806120434,-0.34,1
808,1,0.05552547610199046,-0.35,0
1079,0,0.0551422500286886,-1.06,1
193,0,0.0551422500286886,1.09,1
80,1,0.05514105755491761,1.57,0
414,0,0.05431151946340127,0.46,1
343,0,0.05431151946340127,0.6,1
461,1,0.05431032701161001,0.34,0
829,1,0.05431032701161001,-0.38,0
16,0,0.05392710091632842,2.03,1
293,0,0.05309637033297361,0.75,1
314,0,0.05309637033297361,0.67,1
352,1,0.05309517788118234,0.58,0
652,0,0.05271195182594795,-0.04,1
1088,0,0.05226563976768629,-1.08,1
428,0,0.05226563976768629,0.43,1
422,0,0.05226563976768629,0.44,1
176,1,0.052264447315895024,1.16,0
181,1,0.052264447315895024,1.13,0
73,1,0.052264447315895024,1.6,0
410,1,0.052264447315895024,0.47,0
258,0,0.051881221220613435,0.85,1
598,0,0.051050490677305826,0.08,1
160,0,0.051050490677305826,1.22,1
94,0,0.051050490677305826,1.51,1
226,0,0.051050490677305826,0.94,1
637,0,0.051050490677305826,-0.01,1
549,1,0.051049298185467364,0.15,0
208,1,0.051049298185467364,1.05,0
355,1,0.051049298185467364,0.58,0
1202,0,0.050219760071971306,-1.86,1
162,1,0.05021856762018005,1.2,0
79,0,0.04983534152489844,1.57,1
960,0,0.04983534152489844,-0.69,1
562,1,0.04983414907310718,0.14,0
504,0,0.04900461098159085,0.25,1
861,0,0.04900461098159085,-0.44,1
566,0,0.04900461098159085,0.13,1
54,0,0.04862019243451799,1.7,1
365,1,0.04861899998272672,0.56,0
164,0,0.04778946185116319,1.2,1
41,0,0.04778946185116319,1.78,1
273,0,0.04778946185116319,0.81,1
245,0,0.04778946185116319,0.89,1
675,1,0.047788269377392195,-0.08,0
1212,1,0.047788269377392195,-2.1,0
711,1,0.0469575388340846,-0.14,0
133,1,0.0469575388340846,1.33,0
172,1,0.0469575388340846,1.17,0
662,1,0.0469575388340846,-0.05,0
525,0,0.0457435821954954,0.2,1
390,1,0.04574238970365695,0.51,0
443,1,0.04574238970365695,0.38,0
300,1,0.04574238970365695,0.71,0
518,0,0.04491285159016089,0.22,1
93,0,0.04491285159016089,1.51,1
438,0,0.04491285159016089,0.4,1
360,1,0.044911659138369614,0.57,0
479,1,0.044911659138369614,0.3,0
1092,0,0.04452843304308801,-1.08,1
200,0,0.04452843304308801,1.08,1
354,0,0.04452843304308801,0.58,1
1002,0,0.043697702499780416,-0.8,1
647,0,0.043697702499780416,-0.03,1
611,0,0.043697702499780416,0.05,1
880,0,0.043697702499780416,-0.49,1
499,0,0.043697702499780416,0.26,1
565,1,0.043696510047989155,0.13,0
12,1,0.043696510047989155,2.07,0
110,1,0.043696510047989155,1.44,0
981,0,0.04248255334737304,-0.76,1
403,1,0.04248136089558177,0.48,0
64,1,0.04248136089558177,1.65,0
139,0,0.041651822804065444,1.31,1
1078,0,0.041651822804065444,-1.06,1
222,0,0.041651822804065444,0.97,1
1039,1,0.041650630352274176,-0.9,0
259,1,0.041650630352274176,0.85,0
782,0,0.04043667371368498,-0.3,1
446,0,0.04043667371368498,0.38,1
552,0,0.04043667371368498,0.15,1
374,0,0.04043667371368498,0.55,1
146,0,0.04043667371368498,1.28,1
144,0,0.04043667371368498,1.29,1
667,1,0.04043548119986679,-0.07,0
5,1,0.04043548119986679,2.7,0
1028,0,0.03960594310835046,-0.88,1
